,battery_power,clock_speed,dual_sim,four_g,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range,bluetooth,front_camera,memory,mobile_depth,mobile_weight,number_of_cores,camera_pixels,screen_height,screen_width
213,1827,1.7,0,1.0,55,1020,2844,10.0,1,1.0,0,1.0,0,4.0,39.0,0.5,128,5,16.0,14,9.0
214,903,1.0,1,1.0,1230,1235,711,10.0,1,1.0,0,0.0,0,0.0,50.0,,91,1,0.0,9,5.0
215,1987,0.5,0,1.0,1052,1516,3117,8.0,1,1.0,1,1.0,1,3.0,53.0,1.0,181,3,7.0,18,5.0
216,1154,1.2,1,1.0,541,1499,978,7.0,1,0.0,1,0.0,0,0.0,49.0,0.2,181,8,2.0,5,3.0
217,1336,@,0,1.0,55,583,1869,16.0,1,1.0,1,0.0,0,5.0,17.0,0.2,194,5,9.0,13,1.0
218,1886,0.5,0,#,809,1958,1179,20.0,1,0.0,1,0.0,0,0.0,24.0,0.4,112,3,1.0,16,7.0
219,1551,1.1,0,,1738,1995,3844,4.0,0,1.0,0,1.0,0,4.0,51.0,0.1,88,5,6.0,11,8.0
220,850,1.6,1,1.0,404,642,593,10.0,1,_,1,0.0,1,6.0,29.0,0.5,133,5,19.0,19,17.0
221,660,0.5,0,1.0,262,1178,588,18.0,1,1.0,1,0.0,0,5.0,40.0,0.5,111,2,10.0,6,5.0
222,1225,2.1,1,0.0,759,1404,3836,11.0,0,0.0,0,1.0,1,8.0,13.0,0.5,116,4,12.0,12,11.0
223,1452,0.5,1,1.0,42,1040,2669,13.0,1,0.0,0,1.0,1,1.0,25.0,0.9,123,6,11.0,12,10.0
224,1686,2.8,1,0.0,397,1453,2958,2.0,0,0.0,0,1.0,1,3.0,38.0,,166,4,4.0,14,11.0
225,1634,1.4,0,1.0,964,1677,3031,6.0,1,1.0,1,1.0,1,1.0,17.0,0.2,200,2,5.0,11,6.0
226,1708,2.4,1,1.0,233,517,3388,16.0,1,1.0,1,1.0,1,18.0,49.0,0.1,109,1,19.0,6,4.0
227,1151,2.9,1,0.0,1022,1560,2377,13.0,0,,0,1.0,1,0.0,31.0,0.6,128,8,1.0,18,8.0
228,1578,1.9,1,@,411,1226,2458,3.0,1,0.0,1,1.0,0,2.0,37.0,0.1,138,4,,19,16.0
229,1689,1.8,0,0.0,954,1200,2766,,0,1.0,1,1.0,0,17.0,24.0,0.3,127,3,,7,2.0
230,1488,0.5,0,0.0,1528,1647,3054,,0,0.0,0,1.0,0,1.0,39.0,0.8,112,5,6.0,14,10.0
231,1313,1.8,1,,416,1308,3791,6.0,0,1.0,1,#,1,,9.0,0.4,105,1,6.0,11,
232,1715,1.0,1,1.0,638,1615,625,13.0,1,0.0,0,0.0,0,4.0,31.0,0.5,83,8,17.0,17,6.0
233,1442,1.0,1,0.0,231,687,2227,20.0,1,1.0,0,0.0,0,#,27.0,0.1,192,3,19.0,6,
234,528,1.7,0,1.0,574,637,3256,6.0,1,1.0,0,1.0,0,12.0,6.0,0.8,142,2,15.0,9,8.0
235,1523,1.8,0,1.0,148,1606,707,,1,1.0,0,0.0,1,6.0,11.0,0.1,129,1,8.0,19,8.0
236,1133,1.4,0,0.0,730,1543,1457,20.0,1,0.0,1,0.0,0,3.0,42.0,0.1,199,5,12.0,18,12.0
237,1718,2.5,1,1.0,564,980,3755,,1,1.0,1,??,1,14.0,6.0,0.1,183,5,16.0,7,1.0
238,1330,0.5,0,0.0,1290,1441,1733,11.0,1,0.0,1,0.0,0,0.0,38.0,1.0,183,7,1.0,9,0.0
239,1799,0.5,0,,632,1383,720,11.0,1,,1,0.0,1,0.0,49.0,,107,4,,12,2.0
240,633,2.2,0,1.0,529,1009,3560,16.0,1,1.0,1,,1,0.0,49.0,,139,8,_,11,1.0
241,724,2.7,1,0.0,1273,1754,2311,,1,0.0,0,1.0,0,0.0,44.0,0.5,187,7,0.0,7,6.0
242,822,0.5,0,1.0,667,860,3846,3.0,1,0.0,0,1.0,1,0.0,,0.3,157,6,20.0,10,1.0
243,1918,1.9,0,0.0,1170,1543,1717,16.0,1,1.0,1,??,0,2.0,N/A,0.6,110,5,10.0,7,1.0
244,1891,2.8,0,1.0,169,1108,3704,,1,0.0,0,1.0,0,7.0,37.0,0.4,129,7,14.0,8,6.0
245,1373,1.0,1,0.0,105,673,3800,14.0,1,0.0,0,#,1,2.0,50.0,0.2,127,7,12.0,8,3.0
246,862,0.8,1,0.0,793,1758,278,11.0,0,0.0,1,0.0,1,3.0,23.0,0.4,165,2,15.0,16,??
247,1273,1.0,0,1.0,490,886,1767,11.0,1,1.0,0,0.0,0,,48.0,0.4,99,4,#,18,15.0
248,957,2.5,0,0.0,1201,1485,1846,7.0,1,0.0,1,,1,4.0,7.0,0.8,107,5,10.0,12,5.0
249,1617,1.3,1,1.0,246,1038,829,10.0,1,0.0,0,0.0,1,3.0,#,0.7,105,2,4.0,9,0.0
250,893,2.5,1,0.0,417,946,2986,6.0,0,1.0,1,1.0,0,0.0,55.0,0.6,183,2,1.0,7,1.0
251,1210,0.5,0,0.0,1177,1462,2394,7.0,0,0.0,0,1.0,0,0.0,63.0,0.1,93,5,0.0,17,9.0
252,708,2.7,1,1.0,78,654,2169,7.0,1,1.0,1,0.0,1,0.0,63.0,1.0,195,8,7.0,6,5.0
253,835,1.1,1,0.0,323,1604,1181,15.0,1,1.0,1,,0,2.0,7.0,0.2,101,4,7.0,13,5.0
254,1450,2.7,1,0.0,707,1882,575,@,0,0.0,0,,1,9.0,19.0,0.6,131,1,17.0,15,9.0
255,973,1.5,0,1.0,457,1816,2977,2.0,1,0.0,0,1.0,1,5.0,57.0,0.2,190,7,16.0,6,4.0
256,601,1.4,0,_,356,765,532,10.0,1,1.0,1,0.0,1,4.0,4.0,0.1,154,4,13.0,12,8.0
257,507,0.5,1,0.0,936,1398,1702,5.0,1,1.0,1,0.0,1,1.0,32.0,0.5,141,7,11.0,17,0.0
258,564,1.8,1,1.0,912,1980,1074,15.0,1,1.0,0,0.0,0,0.0,51.0,0.5,168,3,1.0,14,8.0
259,1559,1.6,1,1.0,179,1559,3352,3.0,1,@,1,1.0,1,6.0,6.0,0.5,162,6,17.0,9,1.0
260,754,0.5,1,1.0,1914,1928,1027,5.0,1,0.0,0,@,0,7.0,59.0,0.7,178,7,10.0,6,3.0
261,728,2.7,1,0.0,526,1529,2039,12.0,1,1.0,1,0.0,0,0.0,25.0,0.2,88,4,1.0,5,1.0
262,1431,0.5,0,1.0,156,952,461,8.0,1,0.0,0,,1,0.0,56.0,0.6,191,1,??,7,3.0
263,767,1.5,0,0.0,344,1517,527,15.0,0,1.0,0,0.0,0,4.0,28.0,0.7,175,4,10.0,10,@
264,1722,2.6,0,#,865,1741,3271,15.0,1,0.0,1,1.0,0,8.0,18.0,0.8,177,2,16.0,14,0.0
265,1992,1.6,0,1.0,1552,1596,606,4.0,1,1.0,1,0.0,1,5.0,57.0,1.0,100,2,15.0,9,3.0
266,1876,0.5,0,1.0,546,1564,2513,16.0,1,1.0,0,1.0,0,10.0,40.0,0.3,86,6,14.0,10,8.0
267,1054,1.1,1,1.0,1097,1222,1675,14.0,1,1.0,1,0.0,0,10.0,38.0,0.4,136,6,12.0,18,4.0
268,1283,1.6,1,0.0,372,692,2698,17.0,1,1.0,0,1.0,1,4.0,@,0.9,93,5,5.0,9,6.0
269,1281,2.3,1,0.0,1285,1617,1129,6.0,0,1.0,0,0.0,1,0.0,28.0,0.3,148,1,6.0,12,1.0
270,1066,0.6,0,1.0,1242,1571,468,,1,1.0,0,0.0,0,2.0,7.0,0.9,114,7,18.0,19,13.0
271,730,2.1,1,1.0,302,1247,1210,4.0,1,1.0,1,0.0,0,0.0,4.0,0.1,89,8,2.0,19,15.0
272,1053,0.8,1,1.0,594,1767,3086,5.0,1,1.0,1,,1,7.0,45.0,0.3,103,1,12.0,17,6.0
273,1611,0.5,1,0.0,303,714,1595,9.0,1,0.0,1,0.0,1,11.0,3.0,0.6,98,3,14.0,8,4.0
274,793,1.0,1,1.0,1858,1935,2332,14.0,1,1.0,1,1.0,0,5.0,30.0,@,133,2,15.0,17,13.0
275,1220,2.9,0,0.0,403,1933,2589,15.0,1,1.0,1,1.0,0,_,62.0,0.5,125,4,8.0,19,11.0
276,1662,0.5,0,1.0,32,1509,3760,13.0,1,1.0,1,1.0,0,0.0,61.0,0.8,126,4,13.0,9,
277,1281,,1,1.0,590,954,1851,9.0,1,1.0,0,0.0,1,3.0,,0.3,144,4,19.0,8,2.0
278,538,,0,1.0,235,662,417,9.0,1,0.0,1,0.0,0,12.0,2.0,0.8,177,7,13.0,8,4.0
279,823,0.5,0,0.0,630,888,294,11.0,0,0.0,1,0.0,1,0.0,,0.4,187,8,4.0,13,9.0
280,1733,2.8,0,1.0,357,527,3576,9.0,1,,0,1.0,1,3.0,36.0,1.0,119,6,20.0,17,16.0
281,1429,1.5,1,1.0,246,820,3945,18.0,1,0.0,1,1.0,0,0.0,40.0,0.9,100,3,14.0,11,7.0
282,1839,,0,1.0,475,1493,927,18.0,1,,1,0.0,1,9.0,54.0,0.5,200,7,11.0,19,10.0
283,659,2.7,0,1.0,1054,1929,2044,2.0,1,0.0,1,0.0,0,6.0,6.0,0.5,110,3,7.0,15,5.0
284,1953,2.1,1,0.0,555,764,2334,4.0,1,0.0,0,1.0,1,7.0,56.0,0.1,158,8,9.0,11,5.0
285,1172,1.9,0,1.0,607,1092,1477,6.0,1,0.0,0,0.0,0,0.0,27.0,0.7,164,1,3.0,12,0.0
286,612,1.9,1,0.0,1360,1891,3161,3.0,0,0.0,0,1.0,1,6.0,16.0,0.3,102,7,7.0,8,4.0
287,1563,2.4,0,1.0,142,1699,3660,5.0,1,1.0,0,1.0,0,0.0,24.0,0.2,170,8,0.0,7,5.0
288,1191,1.3,1,1.0,681,683,1604,,1,0.0,1,0.0,0,16.0,26.0,0.8,84,1,20.0,14,3.0
289,615,0.5,1,0.0,104,1664,2211,18.0,0,0.0,1,#,1,0.0,42.0,0.6,163,6,4.0,7,4.0
290,1893,2.1,1,0.0,637,763,3822,18.0,0,1.0,1,1.0,1,8.0,63.0,#,134,2,11.0,14,3.0
291,1563,1.7,1,0.0,410,572,3922,8.0,0,0.0,1,1.0,0,10.0,,0.1,151,7,13.0,11,1.0
292,1995,1.9,0,0.0,1830,1963,1203,18.0,1,1.0,1,1.0,1,,9.0,0.8,139,6,18.0,14,12.0
293,1517,0.5,0,1.0,802,1489,2822,11.0,1,1.0,1,1.0,0,6.0,48.0,0.6,143,5,14.0,15,5.0
294,832,1.6,1,1.0,311,1294,447,12.0,1,1.0,0,0.0,0,1.0,34.0,0.3,108,5,5.0,15,13.0
295,1162,2.0,0,1.0,56,997,1652,20.0,1,0.0,0,0.0,0,0.0,56.0,0.7,114,7,1.0,5,0.0
296,1595,2.6,0,0.0,344,655,3608,16.0,0,1.0,0,1.0,1,7.0,12.0,0.3,121,8,19.0,15,1.0
297,1329,,0,0.0,1053,1458,1228,6.0,1,0.0,1,0.0,1,1.0,52.0,0.9,181,6,2.0,8,6.0
298,928,0.5,1,0.0,221,1243,666,5.0,0,1.0,0,0.0,1,11.0,56.0,0.7,80,8,13.0,19,10.0
299,1656,0.5,1,1.0,506,519,1499,19.0,1,0.0,1,0.0,1,8.0,#,0.1,105,7,17.0,12,8.0
300,1937,1.7,0,0.0,1728,1767,3321,14.0,1,1.0,0,1.0,1,,58.0,0.6,189,1,19.0,5,4.0
301,977,1.1,1,0.0,63,566,1206,8.0,0,1.0,1,0.0,1,2.0,57.0,0.6,181,6,7.0,7,1.0
302,768,0.9,0,1.0,418,515,952,16.0,1,0.0,1,,1,16.0,56.0,0.1,113,1,20.0,19,
303,1464,0.5,1,0.0,854,1168,3927,15.0,0,1.0,1,1.0,1,11.0,12.0,0.9,117,2,14.0,5,N/A
304,1177,0.9,0,1.0,178,882,311,19.0,1,0.0,0,0.0,0,1.0,29.0,0.4,191,2,8.0,18,5.0
305,1348,2.0,0,0.0,1869,1942,955,7.0,1,1.0,1,0.0,0,18.0,52.0,0.3,98,3,20.0,18,11.0
306,1956,2.2,0,1.0,185,776,1109,,1,1.0,0,,0,0.0,37.0,0.5,87,3,2.0,13,1.0
307,1751,0.5,1,0.0,170,564,2969,,0,0.0,1,1.0,0,6.0,8.0,0.6,178,6,20.0,8,6.0
308,1530,2.0,0,0.0,454,1975,725,19.0,0,0.0,1,0.0,0,11.0,42.0,,177,6,13.0,11,10.0
309,1997,1.8,1,0.0,866,1212,1655,15.0,1,0.0,0,1.0,1,1.0,40.0,0.5,185,4,8.0,7,6.0
310,1414,1.5,1,0.0,44,1118,3490,13.0,0,1.0,0,1.0,1,5.0,44.0,0.5,180,2,6.0,16,12.0
311,1707,1.4,0,0.0,1331,1388,1774,10.0,0,0.0,0,1.0,0,0.0,41.0,0.8,80,7,2.0,12,0.0
312,894,0.5,1,1.0,1285,1462,3615,6.0,1,0.0,1,1.0,0,1.0,50.0,0.5,199,3,14.0,13,0.0
313,645,1.2,0,1.0,741,1130,714,13.0,1,1.0,0,0.0,0,6.0,41.0,0.7,184,8,17.0,18,2.0
314,1163,2.8,1,0.0,520,754,2768,12.0,0,0.0,1,1.0,0,0.0,49.0,0.6,155,2,N/A,19,2.0
315,1126,0.7,0,??,114,1726,3739,13.0,1,0.0,0,1.0,0,3.0,49.0,0.9,165,8,17.0,14,??
316,1648,0.7,0,1.0,1153,1876,610,6.0,1,1.0,0,0.0,0,6.0,64.0,0.8,170,4,9.0,8,1.0
317,1170,0.9,0,1.0,474,709,715,20.0,1,0.0,1,,1,6.0,14.0,0.4,199,2,13.0,18,5.0
318,508,,0,1.0,39,557,663,7.0,1,0.0,0,0.0,0,7.0,42.0,,94,1,8.0,13,12.0
319,1097,2.1,1,0.0,419,1914,1725,9.0,1,0.0,1,0.0,0,6.0,64.0,0.2,161,3,8.0,14,5.0
320,728,,1,1.0,584,775,834,5.0,1,1.0,0,0.0,0,0.0,5.0,0.6,101,2,20.0,16,0.0
321,1980,0.5,1,1.0,312,1910,3865,18.0,1,0.0,0,1.0,0,2.0,29.0,0.8,177,1,13.0,12,??
322,1504,2.3,1,0.0,19,1923,3059,10.0,0,N/A,0,1.0,0,1.0,64.0,0.9,182,1,2.0,6,5.0
323,1379,_,1,1.0,207,1370,651,7.0,1,1.0,0,0.0,1,14.0,63.0,1.0,83,1,17.0,9,6.0
324,1698,2.1,0,1.0,363,994,796,14.0,1,0.0,1,0.0,0,5.0,18.0,_,160,6,20.0,13,3.0
325,920,_,1,0.0,209,1078,785,5.0,0,1.0,1,0.0,0,5.0,25.0,0.4,115,7,14.0,10,7.0
326,1144,1.5,1,,159,724,3252,8.0,0,0.0,0,1.0,1,0.0,21.0,0.4,189,1,11.0,16,0.0
327,1995,0.5,0,0.0,649,1104,1322,,0,1.0,1,0.0,1,6.0,26.0,0.2,129,1,15.0,15,11.0
328,1430,0.5,1,0.0,1132,1182,2832,15.0,0,1.0,1,1.0,0,1.0,27.0,0.5,183,1,16.0,7,1.0
329,972,0.5,1,0.0,1392,1795,1615,13.0,0,,0,,1,5.0,13.0,0.4,193,5,8.0,11,6.0
330,662,0.5,0,0.0,1001,1224,2125,15.0,0,1.0,1,0.0,0,5.0,20.0,0.8,138,1,10.0,17,15.0
331,1867,2.3,0,1.0,712,1442,990,2.0,1,0.0,1,0.0,0,0.0,9.0,0.1,191,6,3.0,6,1.0
332,1730,2.0,1,,418,1023,1595,,1,_,0,0.0,0,0.0,20.0,0.1,143,4,10.0,14,0.0
333,1723,1.0,0,1.0,384,1361,1213,16.0,1,1.0,1,0.0,1,1.0,7.0,0.6,126,3,17.0,5,0.0
334,1882,1.3,1,0.0,119,652,2500,11.0,0,0.0,1,1.0,1,8.0,47.0,0.2,140,2,13.0,17,1.0
335,803,0.8,1,0.0,627,935,2801,,0,1.0,0,1.0,0,0.0,18.0,0.3,106,4,1.0,18,15.0
336,580,1.2,1,0.0,1086,1345,3451,11.0,1,1.0,0,1.0,1,0.0,47.0,0.9,91,3,1.0,15,1.0
337,668,_,0,1.0,195,1292,1201,4.0,1,1.0,0,0.0,0,2.0,48.0,0.3,114,1,19.0,14,12.0
338,1391,1.4,0,1.0,14,1256,3139,14.0,1,1.0,0,1.0,0,2.0,36.0,0.8,182,1,6.0,14,
339,1560,@,0,1.0,745,1364,1938,16.0,1,,1,1.0,0,0.0,22.0,0.8,169,7,1.0,15,11.0
340,821,1.8,1,0.0,253,1786,3185,15.0,1,0.0,0,1.0,0,??,54.0,0.1,109,3,9.0,8,4.0
341,811,2.4,1,1.0,333,1429,2111,2.0,1,0.0,1,0.0,1,5.0,2.0,0.3,106,6,13.0,18,7.0
342,1989,2.9,1,0.0,629,682,2369,18.0,1,1.0,0,1.0,1,8.0,17.0,0.1,193,8,15.0,7,0.0
343,1034,2.7,1,0.0,707,1199,3625,12.0,0,1.0,1,1.0,1,6.0,37.0,0.7,120,7,20.0,17,1.0
344,618,2.1,0,0.0,1314,1688,1051,15.0,0,0.0,1,0.0,0,2.0,6.0,0.3,86,1,4.0,13,10.0
345,654,1.3,0,1.0,1715,1898,1036,13.0,1,0.0,0,0.0,1,0.0,52.0,0.7,196,4,4.0,17,4.0
346,576,2.8,0,1.0,513,1438,2938,5.0,1,1.0,1,1.0,1,2.0,10.0,0.2,184,5,7.0,6,0.0
347,667,0.6,0,1.0,13,1463,2855,19.0,1,0.0,1,1.0,1,6.0,3.0,0.7,185,6,13.0,5,0.0
348,869,N/A,0,1.0,1243,1584,2727,8.0,1,0.0,0,1.0,1,7.0,,@,118,1,15.0,13,3.0
349,635,0.5,1,0.0,300,1059,2973,18.0,0,0.0,1,1.0,1,2.0,42.0,0.4,149,3,4.0,12,5.0
350,609,3.0,0,1.0,58,1253,2581,15.0,1,0.0,1,0.0,1,15.0,44.0,0.3,117,1,16.0,15,11.0
351,1557,2.8,1,0.0,1107,1442,2690,9.0,0,0.0,1,1.0,0,16.0,2.0,0.1,123,5,20.0,18,16.0
352,1604,1.7,0,0.0,134,939,916,12.0,0,1.0,1,0.0,1,,33.0,,191,8,5.0,13,10.0
353,1182,0.5,0,1.0,275,986,2563,19.0,1,0.0,0,1.0,0,7.0,,0.5,138,8,16.0,19,17.0
354,848,2.1,1,1.0,176,1029,3359,14.0,1,,0,1.0,1,10.0,19.0,0.8,148,7,18.0,10,0.0
355,1610,,0,1.0,1236,1280,941,9.0,1,1.0,0,0.0,1,7.0,64.0,0.9,181,4,12.0,8,4.0
356,1828,2.1,1,0.0,336,898,2280,4.0,0,0.0,0,1.0,1,0.0,17.0,0.9,199,1,1.0,17,14.0
357,880,2.0,1,1.0,1116,1381,827,6.0,1,0.0,1,0.0,0,1.0,50.0,0.5,194,7,3.0,15,9.0
358,1394,0.9,1,1.0,1010,1565,473,20.0,1,1.0,0,0.0,1,10.0,62.0,0.3,175,5,13.0,11,1.0
359,1960,2.3,1,1.0,205,1299,3865,11.0,1,0.0,0,1.0,1,1.0,,0.3,86,7,3.0,10,7.0
360,809,0.8,0,0.0,1453,1726,1274,3.0,0,0.0,0,0.0,0,10.0,N/A,0.9,91,7,19.0,18,7.0
361,899,0.5,1,1.0,788,1331,364,7.0,1,1.0,0,0.0,0,13.0,57.0,0.9,172,2,18.0,11,1.0
362,1976,0.7,1,0.0,1301,1922,3699,13.0,0,1.0,1,1.0,1,4.0,32.0,0.8,171,2,7.0,17,11.0
363,879,1.5,1,1.0,463,1038,2927,,1,0.0,1,1.0,0,0.0,21.0,0.8,187,4,2.0,14,13.0
364,916,,0,0.0,188,992,1470,14.0,0,1.0,0,0.0,1,0.0,36.0,0.3,195,4,12.0,13,0.0
365,763,1.7,1,1.0,1028,1186,1050,8.0,1,1.0,0,0.0,0,8.0,,0.5,92,8,14.0,6,4.0
366,508,1.6,1,0.0,1419,1920,2616,10.0,1,,1,1.0,0,0.0,9.0,0.4,162,6,2.0,18,8.0
367,825,2.9,1,0.0,1471,1866,2915,,1,1.0,0,1.0,0,0.0,34.0,0.8,99,8,,8,2.0
368,1864,,0,1.0,168,981,2686,@,1,1.0,1,1.0,0,8.0,46.0,0.7,178,1,12.0,11,7.0
369,1725,0.5,1,1.0,1125,1195,1243,_,1,1.0,1,0.0,0,8.0,52.0,1.0,185,6,12.0,19,18.0
370,1108,2.9,0,0.0,130,1706,3264,13.0,0,1.0,1,1.0,1,10.0,52.0,0.1,183,2,12.0,16,1.0
371,1011,,0,1.0,481,749,2261,16.0,1,,1,0.0,0,4.0,36.0,0.2,131,7,18.0,7,6.0
372,1703,,1,@,1411,1711,2993,20.0,1,1.0,1,1.0,1,17.0,55.0,0.7,138,5,19.0,5,1.0
373,1067,1.7,1,0.0,79,681,706,16.0,0,1.0,0,0.0,1,0.0,58.0,0.5,135,7,0.0,12,9.0
374,1334,2.4,0,1.0,1187,1974,2542,8.0,1,0.0,0,1.0,1,5.0,42.0,0.6,115,5,14.0,10,1.0
375,775,2.6,0,0.0,561,1510,2523,9.0,1,0.0,1,1.0,1,0.0,30.0,0.4,189,7,10.0,17,16.0
376,1899,0.6,0,0.0,96,814,336,4.0,1,0.0,1,0.0,1,0.0,26.0,??,151,2,0.0,13,11.0
377,930,1.3,1,@,77,1025,2457,17.0,1,1.0,0,0.0,1,1.0,,0.4,97,6,10.0,11,7.0
378,1058,,0,0.0,493,1247,418,16.0,0,0.0,1,0.0,0,2.0,19.0,0.4,166,4,_,9,7.0
379,1187,2.2,0,1.0,1173,1814,3917,8.0,1,0.0,1,1.0,1,0.0,46.0,0.4,145,2,9.0,13,
380,1874,2.7,1,0.0,964,1233,1246,2.0,0,0.0,1,0.0,1,10.0,8.0,0.9,166,7,13.0,8,1.0
381,1482,0.5,0,0.0,634,642,2971,12.0,1,1.0,1,1.0,0,2.0,48.0,0.2,142,7,10.0,12,8.0
382,1809,??,0,1.0,639,721,2324,16.0,1,0.0,1,1.0,1,3.0,59.0,0.1,174,3,4.0,10,6.0
383,864,3.0,1,1.0,127,1670,3121,16.0,1,1.0,1,1.0,1,,54.0,0.7,187,2,1.0,18,#
384,625,1.9,0,1.0,431,550,3801,2.0,1,0.0,0,1.0,1,,33.0,0.2,191,1,20.0,10,6.0
385,1880,1.8,0,1.0,71,699,3333,7.0,1,0.0,0,1.0,1,4.0,18.0,0.7,138,3,,17,15.0
386,1138,1.4,0,1.0,111,1138,3475,3.0,1,0.0,0,1.0,0,12.0,44.0,0.2,187,8,17.0,19,3.0
387,560,0.5,0,0.0,356,1903,2360,18.0,0,1.0,1,0.0,0,14.0,23.0,1.0,146,8,15.0,17,16.0
388,1117,0.5,0,0.0,798,817,2895,16.0,1,,0,1.0,0,1.0,12.0,0.6,144,7,8.0,7,6.0
389,1712,1.4,0,0.0,747,1126,3652,19.0,1,0.0,0,1.0,0,1.0,63.0,0.5,137,7,12.0,16,1.0
390,1836,1.7,1,0.0,408,1139,3097,18.0,0,1.0,0,1.0,1,3.0,26.0,0.1,134,6,16.0,5,0.0
391,1036,2.4,0,0.0,373,926,2101,2.0,0,1.0,0,0.0,1,0.0,39.0,0.2,119,7,3.0,10,7.0
392,1860,2.3,0,0.0,1362,1506,3918,8.0,0,1.0,0,1.0,1,15.0,23.0,0.6,162,4,16.0,9,2.0
393,1375,1.1,0,1.0,475,726,3869,10.0,1,1.0,1,1.0,1,3.0,9.0,0.9,145,7,19.0,19,18.0
394,1945,1.6,1,1.0,743,1753,732,14.0,1,1.0,0,0.0,0,0.0,57.0,0.3,195,4,1.0,14,
395,1896,0.5,1,1.0,447,794,3684,18.0,1,,0,1.0,0,8.0,7.0,0.4,141,2,13.0,9,7.0
396,788,2.5,1,,42,1161,3969,,1,1.0,1,1.0,0,4.0,57.0,0.9,91,8,12.0,12,8.0
397,880,1.7,1,0.0,30,1350,1414,7.0,1,1.0,0,0.0,1,0.0,33.0,0.7,173,2,2.0,12,1.0
398,1323,2.5,1,1.0,162,619,1892,15.0,1,1.0,1,0.0,1,10.0,28.0,??,131,4,12.0,10,0.0
399,1868,2.0,1,1.0,347,660,3131,7.0,1,1.0,1,1.0,0,0.0,42.0,0.2,169,1,4.0,8,3.0
400,1266,#,1,1.0,346,1468,2532,4.0,1,1.0,1,1.0,0,0.0,7.0,0.2,184,3,12.0,10,5.0
401,1042,2.7,1,1.0,727,1705,3215,20.0,1,1.0,1,1.0,0,16.0,50.0,0.8,93,7,18.0,18,0.0
402,1479,0.5,0,0.0,180,1476,3323,6.0,1,0.0,1,1.0,0,8.0,19.0,0.6,156,3,10.0,13,12.0
403,1476,1.2,1,1.0,1641,1666,1529,3.0,1,0.0,1,1.0,1,0.0,55.0,0.1,171,4,5.0,13,8.0
404,1552,2.2,0,1.0,269,1026,2403,9.0,1,1.0,1,1.0,1,6.0,13.0,0.2,123,6,9.0,9,2.0
405,1454,0.5,1,0.0,250,1033,3419,5.0,1,,0,1.0,1,1.0,N/A,0.7,83,4,3.0,7,5.0
406,1007,2.0,0,0.0,1186,1529,3648,16.0,0,0.0,0,1.0,0,0.0,45.0,0.1,95,5,2.0,9,0.0
407,652,2.4,1,1.0,77,559,1974,12.0,1,0.0,0,,1,9.0,17.0,0.7,173,5,11.0,12,10.0
408,1504,1.5,0,1.0,507,973,2806,7.0,1,0.0,1,1.0,0,12.0,34.0,0.7,142,8,15.0,7,2.0
409,1726,0.9,1,0.0,379,1223,2239,13.0,1,@,1,1.0,1,2.0,51.0,0.6,193,4,3.0,13,9.0
410,1029,1.9,1,1.0,264,956,582,4.0,1,1.0,1,0.0,1,5.0,5.0,0.2,171,5,8.0,15,7.0
411,1582,2.8,0,1.0,1486,1797,3890,10.0,1,1.0,1,1.0,0,2.0,??,0.5,112,6,_,17,10.0
412,1478,0.8,1,0.0,694,882,1141,??,0,0.0,1,0.0,1,12.0,48.0,0.7,99,5,17.0,5,2.0
413,1178,1.3,0,0.0,579,596,2511,17.0,0,??,0,1.0,1,0.0,49.0,0.6,101,5,0.0,6,3.0
414,707,,1,0.0,495,574,3838,7.0,1,0.0,1,1.0,0,,25.0,,131,3,17.0,9,2.0
415,755,2.8,0,1.0,315,990,2734,16.0,1,0.0,1,1.0,1,5.0,51.0,0.3,186,4,12.0,10,1.0
416,912,N/A,0,0.0,329,1053,2330,20.0,0,1.0,0,0.0,1,1.0,54.0,0.3,161,8,5.0,19,5.0
417,651,0.8,1,1.0,548,858,2244,19.0,1,1.0,0,0.0,1,2.0,63.0,0.2,176,5,4.0,14,9.0
418,1483,2.1,0,1.0,531,758,1851,2.0,1,1.0,0,0.0,0,1.0,54.0,0.2,176,7,2.0,15,13.0
419,914,0.9,0,0.0,191,1495,808,5.0,1,1.0,0,0.0,1,2.0,4.0,0.8,100,2,12.0,11,7.0
420,1456,0.5,1,0.0,823,1104,1587,20.0,1,0.0,1,0.0,1,7.0,7.0,0.4,105,5,12.0,6,5.0
421,1178,2.2,1,0.0,96,1352,2492,10.0,1,1.0,0,1.0,0,6.0,57.0,0.3,84,3,17.0,16,??
422,1503,0.7,0,1.0,841,1304,2122,2.0,1,N/A,0,??,1,10.0,43.0,,166,4,14.0,15,1.0
423,1681,2.5,0,0.0,195,1205,1122,16.0,0,1.0,1,0.0,1,2.0,11.0,0.4,158,2,13.0,12,6.0
424,715,2.3,1,0.0,21,562,3709,10.0,0,0.0,0,1.0,0,4.0,48.0,0.1,160,4,6.0,14,
425,1876,2.8,1,1.0,235,585,3021,18.0,1,0.0,0,1.0,0,3.0,56.0,0.4,182,3,4.0,12,2.0
426,1190,_,1,0.0,1417,1441,624,19.0,1,1.0,1,0.0,1,9.0,47.0,,186,6,10.0,9,3.0
427,1755,1.3,0,1.0,286,1075,3937,_,1,0.0,1,,1,0.0,_,,134,7,2.0,8,1.0
